lead_id,priority_tier,supplier_fit,lead_score,company_name,category,sub_category,area,contact_approach,phone,whatsapp,email,website,hardware_need,buying_trigger,expansion_signal,verification_status,address,source_type,source_url,size_hint,notes
L0039,A,Skip - very large,86,Sunshine Global Hospital,Healthcare,Multispecialty hospital (NABH),Piplod,Hospital Administrator / IT Manager,02614111000,,,https://www.sunshineglobalhospitals.com/,HIS/EMR servers + storage; PACS imaging workstations; billing/reception desktops; networking + Wi-Fi; CCTV; UPS; AMC,NABH accreditation drives IT/data compliance upgrades,Multi-city chain; Surat unit near new airport; growth corridor,Contact found,"Beside Smart Bazar, Dumas-Piplod Road, Surat 395007",Hospital website,https://www.sunshineglobalhospitals.com/location/surat,220 beds; NABH accredited,NABH + chain = structured procurement; strong fit
L0040,A,Skip - national chain,86,Kalyan Jewellers - Adajan,Jewellery,Branded retailer/showroom,Adajan,Store/Admin manager,,,,https://store.kalyanjewellers.net/,high-density CCTV + access control (critical); POS/billing PCs; networking + Wi-Fi; server/NAS; AMC,"Multiple Surat showrooms (Adajan, Ghod Dod)",Ghod Dod Road branch also operating,Existence-verified (contact pending),"No-G9, G10, 109, 110, Universal Trade Centre, LP Savani Road, Opp. Indian Oil Pump, Adajan, Surat 395009",company_website,https://store.kalyanjewellers.net/kalyan-jewellers-store-adajan-surat/sur/gold-rate,Large (national brand showroom),Founded 1993; multi-city chain
L0041,A,Skip - very large,85,Surat Diamond Bourse (SDB),Diamond & Bourse,Diamond trade centre / multi-tenant bourse,Khajod (DREAM City),Admin/Facilities/IT head (SDB management),+91 261 691 7000,,info@sdbbourse.com,https://www.suratdiamondbourse.in/,Campus-wide structured cabling; managed networking backbone; centralized CCTV + access control; data center servers; AMC across 4500 offices,150 offices targeted to open Jan 2026; phased occupancy ramp,Massive multi-tenant fit-out wave as offices open,Contact found,"J-002, Plot 177/P, DREAM City, Nr Khajod Chowkdi NH53, Khajod, Surat 395007",Official site + Wikipedia,https://www.suratdiamondbourse.in/contact-us/,World's largest office complex; 4500+ offices; 67 lakh sq ft,World's largest office building; phased tenant onboarding = recurring fit-out & networking/CCTV demand
L0042,A,Skip - very large,85,The Surat District Co-operative Bank Ltd,Finance & Professional,Co-operative bank,Surat,Branch Manager,,,,https://www.sudico.bank.in/,branch-wide desktops; core-banking servers + NAS backup; networking/firewall; CCTV + access control; UPS; AMC,Large multi-branch network; banking compliance/security,110-branch network,Existence-verified (contact pending),,Company site,https://www.sudico.bank.in/,~110 branches across Gujarat,Major DCCB; branch locator on site
L0043,A,Skip - very large,85,Colourtex Industries Pvt Ltd,GIDC Manufacturing,Dyes & Dye Intermediates,Pandesara,IT Manager / Plant Head / Purchase,,,,https://colourtex.co.in/,ERP servers + storage; plant & office desktops; industrial/rugged PCs; large-area CCTV; networking + Wi-Fi; biometric access; AMC,Backward integration; 6 MW cogen power plant; large landfill site; bluesign/Responsible Care,Largest dyestuff company in subcontinent; 750+ product mix,Existence-verified (contact pending),"Plot No 158/3 Survey No 80, G.I.D.C. Pandesara, Surat 394221",Company website,https://colourtex.co.in/about-us/,Large (largest dye producer in Indian subcontinent; ~100000 t/yr),"Founded 1967; dyes, pigments, specialty chemicals"
L0044,A,Skip - govt/tender,85,Surat City Police Commissionerate,Government & PSU,Police / Law Enforcement,Surat,IT cell / Control Room / Police HQ purchase (GeM/tender),0261-2244440,,cp-sur@gujarat.gov.in,https://cpsurat.gujarat.gov.in/,city-wide CCTV + surveillance; bulk desktops; networking + Wi-Fi; servers/storage; AMC,Safe-city / surveillance expansion; control-room modernization,Integration with Smart City CCTV / new control room,Contact found,"Commissioner of Police Office, Surat",Official .gov.in,https://cpsurat.gujarat.gov.in/cpsurat/CMS.aspx?content_id=5497,Large city-wide force; many stations,Control room 0261-2461200; telephone directory public; links to Smart City surveillance
L0045,A,Skip - very large,85,Bharat Cancer Hospital & Research Institute,Healthcare,Cancer multispecialty hospital,Saroli,Hospital Administrator / IT Manager / Purchase,0261-6677109,,bharatcancerhospital@gmail.com,https://bharatcancerhospital.com/,HIS/EMR servers + storage; PACS + radiotherapy planning workstations; billing desktops; networking + Wi-Fi; CCTV; UPS; AMC,"Gamma Knife, CAR-T, radiation centre = heavy imaging/compute",Pioneering advanced therapies; research institute growth,Contact found,"Manavdaya Trust Sankul, Surat-Bardoli Road, Saroli, Surat 395010",Hospital website,https://bharatcancerhospital.com/contcat.php,Large cancer + Nirali radiation centre,Radiation oncology = high-spec imaging workstations + storage
L0046,A,Skip - very large,85,Rajhans (Desai-Jain) Group / Rajhans Realty,Hospitality & Real Estate,Real estate developer / Builder,Surat,Director / Purchase,,,,https://rajhansrealty.com/,Site CCTV; sales-gallery & office PCs; networking; server/NAS; AMC,"Premium housing to industrial zones (Synfonia, Apple)",30M+ sq ft; diversified pipeline,Existence-verified (contact pending),Surat,Builder official site,https://rajhansrealty.com/blog/2025s-best-builders-in-surat-whos-leading-the-real-estate-game/,Very large; 30M+ sq ft developed,Also operates malls/multiplexes; large multi-site IT/CCTV footprint
L0047,A,Skip - national chain,85,Reliance Jewels - Adajan,Jewellery,Branded retailer/showroom,Adajan,Store/Admin manager,,,,https://stores.reliancejewels.com/,high-density CCTV + access control (critical); POS/billing PCs; networking + Wi-Fi; server/NAS; AMC,Reliance Retail expansion in Surat,New Adajan store,Existence-verified (contact pending),"Unit No 3, GF, Universal Trade Center, LP Savani Road, Adajan, Surat, Gujarat",company_website,https://stores.reliancejewels.com/reliance-jewels-jewelry-store-adajan-surat-343351/Home,Large (Reliance Retail brand),Partial phone listed (+9196190196xx) not captured cleanly
L0048,A,Skip - very large,85,ABD Diamonds Pvt Ltd,Lab-Grown Diamond,CVD & HPHT diamond manufacturer / exporter,Surat (+ Ahmedabad),Owner/Director or IT Manager,+91 70165 80812,https://wa.me/917016580812,info@abddiamonds.com,https://abddiamonds.com/,GPU workstations for planning/grading; reactor-control PCs; rack server + NAS; multi-camera CCTV + access control; managed switches + Wi-Fi; AMC,At forefront of CVD/HPHT since 2017; exports US/UK/Canada/UAE/HK/Europe; in-house growing,"Growth, cutting and grading facilities across Surat + Ahmedabad; export expansion",Contact found,"Manufacturing hubs in Surat and Ahmedabad, Gujarat",Company website,https://abddiamonds.com/contact/,"Large - since 2017, growth+cutting+grading facilities, global exports",Surat-specific street address not visible; two-city operation
L0049,A,Skip - very large,85,Kira Jewels Inc (Kira group jewelry arm),Lab-Grown Diamond,LGD jewelry manufacturer,Khajod (Surat Diamond Bourse),Owner/Director (Mehul Vaghani),+91 261 691 4500,,infosurat@kiradiam.com,https://kiradiam.com/,GPU workstations for jewelry CAD/planning; rack server + NAS; CCTV + access control; managed switches + Wi-Fi; AMC,Jewelry arm of world's largest CVD grower; CEO Mehul Vaghani,Part of Kira group rapid expansion (4000 reactors),Contact found,Surat Diamond Bourse Khajod Surat 395007 (shared with Kira Diam),Company website,https://kiradiam.com/about-us/,Large - jewelry arm of Kira Diam group,Same group as Kira Diam; included as distinct jewelry entity
L0050,A,Skip - national chain,85,Apollo Pharmacy - Surat,Retail & Supermarket,Pharmacy / medical-store chain,"Multiple (Althan, City Light, Adajan, Green City, Rander Rd, Bhimrad, Palanpur Gam)",Purchase / Regional IT,,,,https://www.apollopharmacy.in,bulk POS/billing desktops; loss-prevention CCTV; per-store networking + Wi-Fi; back-office server; AMC,50+ stores and growing in Surat,National pharmacy chain - dense Surat network expanding,Existence-verified (contact pending),Shop 5 VIP Galleria Althan High St Canal Rd; Mann Complex Anand Mahal Rd Adajan; etc.,Official store locator,https://www.apollopharmacy.in/medical-stores/apollo-pharmacy-apollo_pharmacy_althan-surat-11530,50+ pharmacy stores in Surat,Pharmacy POS + cold-chain monitoring + per-store CCTV; 50+ outlets = high recurring need
L0051,A,Skip - very large,85,Millennium Textile Market,Textile Trade & Design,Textile market complex,Ring Road / Sahara Darwaja,Market management / FOSTTA office on premises,,,,,complex-wide networking + Wi-Fi; dense CCTV; bulk billing/POS desktops; server/NAS; AMC,Digital catalogues/video-call selling; FOSTTA HQ located here,Premier saree/lehenga market; FOSTTA federation based here,Existence-verified (contact pending),"Mithi Khadi Road, Near Ring Road, New Textile Market, Surat, Gujarat 395002",Market directory,https://surattextilemarkets.com/millennium-textile-market/,Large complex; thousands of shops,FOSTTA HQ at FP-143/144 ground floor here; strong association access point
L0052,A,SME - direct,84,Mahim Architect,Architecture & CAD/Engineering,AEC / Architecture-Engineering-Construction,Ghod Dod Road,Partner / Principal,,,,https://mahimarchitect.com/,GPU workstations for AEC + MEP 3D/CAD/BIM modelling; dual monitors; NAS/server for multi-office files; backup; structured networking; AMC,"Full AEC + valuation + MEP services; offices in Surat, Baroda, Ahmedabad, Rajkot",Multi-branch expansion across Gujarat,Existence-verified (contact pending),"A 1002, 1st Floor, Turning Point Complex, Ghod Dod Road, near Jamna Nagar BRTS, near Fire Station, Surat 395007",IndiaMART profile,https://www.indiamart.com/mahim-architect/aboutus.html,Mid-large (multi-branch),Architecture+Engineering+Construction+MEP; high compute/multi-seat need
L0053,A,SME - direct,84,Nanavati Toyota,Automobile Dealership,Car dealer (Toyota),Bhatpore (Magdalla-Hazira),Dealer Principal / IT Head,,,,https://www.nanavatitoyota.com/,DMS/billing desktops; showroom + workshop + lot CCTV; networking + guest Wi-Fi; digital signage; server/NAS; AMC,Multi-city Toyota outlets + Udhna outlet,Nanavati Group multi-brand expansion,Existence-verified (contact pending),"220+328, GIDC Magdalla Hazira Road, GIDC Bhatpore, Opp ONGC, Surat 394510",Brand dealer site,https://www.nanavatitoyota.com/,Authorized Toyota dealer; Surat/Bharuch/Bardoli,Also Udhna-Sachin Road outlet; part of Nanavati Group
L0054,A,SME - direct,84,"Shreeji Automart (Tata Motors, Piplod)",Automobile Dealership,Car dealer (Tata Motors),Piplod,Dealer Principal / IT Head,,,,https://dealer-locator.cars.tatamotors.com/,DMS/billing desktops; showroom + workshop + lot CCTV; networking + guest Wi-Fi; digital signage; server/NAS; AMC,Three+ Tata outlets across Surat,Expanding Tata + EV retail footprint,Existence-verified (contact pending),"No 04A/B, Shreeji House, Dumas Road, Opp Big Bazar, Piplod, Surat",Brand dealer site,https://dealer-locator.cars.tatamotors.com/tata-motors-cars-showroom-shreeji-automart-piplod-car-dealer-piplod-surat-77053/Home,Multi-outlet Tata dealer (Piplod/Katargam/Adajan),Also Katargam and Adajan (Gaurav Path) showrooms
L0055,A,Skip - very large,84,Sanghavi Exports International / Sanghavi Diamond Mfg Pvt Ltd,Diamond & Bourse,Diamond manufacturer & exporter,Ved Road (Turki),Owner/Partner or IT/Security head,,,,https://sanghvisons.com/,Diamond-planning workstations at scale; campus networking; large CCTV + access; servers + NAS; AMC,One of largest diamond mfg units in Asia,Large legacy group; major Surat plant,Existence-verified (contact pending),"Survey No 14, Village Turki, Opp Darpan Nagar, Ved Road, Surat",ZaubaCorp + search snippet,https://www.zaubacorp.com/company/SANGHVI-DIAMONDS-MANUFACTURING-PRIVATELIMITED/U36911GJ1995PTC027680,Est. 1973; Surat factory among largest in Asia,Sanghavi Diamond Mfg Pvt Ltd; very large Surat facility
L0056,A,SME - direct,84,Venus Jewel,Diamond & Bourse,Polished natural diamond manufacturer,Sumul Dairy Road,Owner/Partner (Hitesh R. Shah) or Admin/IT head,+91 261 253 1444,,vj.surat@venusjewel.com,https://www.venusjewel.com/,Diamond-planning workstations; integrated-facility managed networking; CCTV + biometric access; servers + NAS; AMC,Integrated manufacturing facility; premium high-value diamonds,Established large manufacturer with Surat + Mumbai ops,Contact found,"The Venus Estate, Near Shantiniketan Society, Sumul Dairy Road, Surat 395003",Company site + search snippet,https://www.venusjewel.com/stpg/Best-Diamond-Manufacturing-Unit.html,Since 1969; integrated Surat manufacturing facility,Premium polished diamonds; partner contact captured
L0057,A,Skip - very large,84,Uka Tarsadia University (UTU),Education,University (Private),Bardoli/Mahuva (South Gujarat),Registrar / IT Head,02625-290020,,ceo@utu.ac.in,utu.ac.in,computer-lab desktops (bulk); lab servers/storage; campus networking + Wi-Fi; CCTV; smart-class; AMC,"Multi-faculty campus, NAAC; engineering/pharmacy/IT labs",Steady program & infra growth,Contact found,"Maliba Campus, Gopal Vidyanagar, Bardoli-Mahuva Road, Tarsadi-394350, Surat",Govt directory + official site,https://surat.nic.in/public-utility/uka-tarsadia-university/,Very large multi-faculty private university,Large Maliba/UTU campus; multiple professional colleges = high hardware spend
L0058,A,SME - direct,84,R Wadiwala Securities Private Limited,Finance & Professional,Stock / commodity broker,Limda Chowk,Admin,08401974767,https://wa.me/918401974767,,https://www.rwsec.com/,multi-seat desktops + dealing terminals; data server + NAS backup; networking/firewall; CCTV + access control; UPS; AMC,Branch network; portfolio mgmt & NRI services,"Branches at Parle Point, Rander Road, Limda Chowk",Contact found,"9/2003-4, Vishnu Priya, Main Road, Limda Chowk, Surat-395003",Company site,https://www.rwsec.com/,75+ yrs in business; multiple Surat branches,"Stock broking, PMS, NRI investment advisory"
L0059,A,Skip - very large,84,SuperScan Diagnostic Centre,Healthcare,Diagnostic / imaging centre (radiology),Surat,Centre Director / IT/PACS Manager,,,,https://www.superscan.in/,PACS server + storage; high-end imaging workstations (CT/MRI reading); reporting desktops; networking; CCTV; UPS; AMC,Introduced Gujarat's first 160-slice dual-energy CT (new high-end modality),New advanced CT install = workstation/storage demand,Existence-verified (contact pending),Surat (advanced CT/MRI imaging centre),Diagnostic centre website,https://www.superscan.in/,Large radiology team; Gujarat-first 160-slice dual-energy CT,Pure imaging center = heavy PACS/workstation buyer; high fit
L0060,A,SME - direct,84,Park Inn by Radisson Surat,Hospitality & Real Estate,Hotel (4-star),City Centre / near Tapi River,GM / IT Manager,,,,https://www.radissonhotels.com/en-us/hotels/park-inn-surat,PMS server; front-desk/back-office PCs; guest Wi-Fi + networking; CCTV; event AV; AMC,Newly opened property,New hotel launch (Radisson) - fresh IT fit-out window,Existence-verified (contact pending),Surat (within 7 km of Surat International Airport),Press release,https://www.radissonhotels.com/en-us/corporate/media/press-releases/opening-park-inn-by-radisson-surat,"New mid-large hotel, 185 sqm event space",Recently opened; new-build = strong greenfield IT/CCTV/Wi-Fi opportunity
L0061,A,SME - direct,84,Sangini Group,Hospitality & Real Estate,Real estate developer / Builder,Surat,Director / Purchase,,,,https://www.sanginigroup.com/,Site CCTV; sales-gallery & office PCs; networking; server/NAS; AMC,"Active residential + commercial pipeline (Skyteria, Lakeville)",71 completed projects; ongoing high-rises,Existence-verified (contact pending),Surat,Builder official site,https://www.sanginigroup.com/,"Major developer; 71 projects, 10M sq ft",One of Surat's largest developers; multiple active sites = recurring CCTV/IT
L0062,A,Skip - very large,84,Charu Jewels,Jewellery,Manufacturer/wholesaler + retail,Ichchhapor (Gem & Jewellery Park),Owner/Director,+91 82386 90000,https://wa.me/918238690000,mail@charujewels.com,https://charujewels.com/,high-density CCTV + access control (critical); jewellery CAD workstations; POS/billing PCs; networking + Wi-Fi; server/NAS; AMC,Customized diamond jewellery manufacturing; B2B + retail,Showroom near Jade Blue Ghod Dod also listed,Contact found,"U15C, GHB Gem & Jewellery Park, Ichchhapor, Surat 394510",company_website,https://charujewels.in/contact-us/,"Medium-large (family business HQ, manufacturer + showroom)",
L0063,A,Skip - very large,84,Diyam Impex,Lab-Grown Diamond,CVD & HPHT diamond manufacturer / distributor,Gitanjali,Owner/Director,+91 98251 07116,https://wa.me/919825107116,diyamimpex@gmail.com,https://www.diyamimpex.com/,GPU workstations for planning/grading software; reactor/process PCs; rack server + NAS; multi-camera CCTV + access control; managed switches + Wi-Fi; AMC,Among largest LGD manufacturers in Surat supplying globally; CVD + HPHT,Positioned as one of Surat's largest LGD manufacturers; global distribution,Contact found,102 Maitri Buildings nr Jeevandhara Hotel Gitanjali Surat Gujarat,Company website,https://www.diyamimpex.com/,Large - one of the largest LGD manufacturers in Surat,Multiple phone numbers listed on site; alt source: https://www.justdial.com/jdmart/Surat/Diyam-Impex-Varachha-Varachha-Road/0261PX261-X261-190205191232-Y5M2_BZDET/catalogue
L0064,A,SME - direct,84,Dhiraj Sons The Mega Store,Retail & Supermarket,Departmental store / Supermarket chain (local),"Multiple (Athwalines, Althan, Surat Ho/Canal Rd, Vadod Gam, Sachin, Nanpura)",Owner / Purchase,,,,https://dhirajsons.com,bulk POS/billing desktops; loss-prevention CCTV; per-store networking + Wi-Fi; digital signage; back-office server/NAS; AMC,Multi-store local chain across Surat,Established local mega-store chain expanding store count,Existence-verified (contact pending),Near Chowpati Athwa Gate Athwalines 395001; Sai Vittorio opp Atlanta Shopping Centre Althan 395007,Company website + JustDial,https://dhirajsons.com/,6+ mega stores in Surat; local chain,"Strong local Surat chain - groceries, garments, consumer durables; decisions likely local (high relevance)"
L0065,A,Skip - national chain,84,Tanishq (Titan) - Surat,Retail & Supermarket,Jewellery retail chain,"Adajan, Ghoddod Rd, Varachha Rd",Purchase / IT / Store Manager,,,,https://stores.tanishq.co.in,loss-prevention CCTV (critical); bulk POS/billing desktops; per-store networking + Wi-Fi; back-office server; AMC,Multiple Tanishq showrooms in Surat,Titan expanding jewellery retail; high-security stores,Existence-verified (contact pending),Pyramid Square Near LP Savani Circle 120 Feet Rd Adajan 395009; Opp St Xaviers School Ghoddod Rd 395007,Official store locator,https://stores.tanishq.co.in/store-locator/jewellery-stores/city/Surat,Titan jewellery chain; multiple Surat showrooms,Jewellery = highest-grade CCTV/access-control + POS; Surat is diamond city - jewellery retail dense
L0066,A,Skip - very large,84,Loyal Textiles,Textile Manufacturing,Weaving (airjet),Surat,Owner/Director or Factory manager,,,,https://loyaltextiles.com/weaving/,ERP servers; shop-floor & billing PCs; large-area multi-shed CCTV; networking + Wi-Fi; biometric attendance; AMC,High-volume modern airjet fleet (modernization),Modern airjet loom fleet expansion,Existence-verified (contact pending),"Weaving unit, Surat (Toyota/Picanol/Somet airjet looms)",Company website,https://loyaltextiles.com/weaving/,"Large: 460 airjet/dobby looms, ~2,25,000 m grey fabric/day",Large grey fabric weaver; high spend on shop-floor IT and surveillance
L0067,A,Skip - very large,84,Kohinoor Textile Market,Textile Trade & Design,Textile market complex,Ring Road / New Textile Market,Market management / association office,,,,,complex-wide networking + Wi-Fi; dense CCTV; bulk billing/POS desktops; server/NAS; AMC,High-traffic budget hub; bulk billing demand,Approx 2500 shops - massive footfall,Existence-verified (contact pending),"Kohinoor Textile Market, New Textile Market, Ring Road, Surat 395003",Market directory,https://surattextilemarkets.com/kohinoor-textile-market/,Very large; ~2500 shops,Huge shop count = large-scale CCTV + network deal
L0068,A,SME - direct,83,XYXX Apparels,BPO/Logistics/Print,E-commerce/D2C,"Dumas Road / Kadodara Road, Surat",IT Head / Purchase,,,,https://xyxxcrew.com/,bulk office/design PCs; e-comm/ERP servers; networking + firewall; warehouse CCTV; barcode/handhelds; AMC,D2C innerwear scale-up; retail store rollout (incl Vesu Surat),Funded apparel brand; expanding retail + online,Existence-verified (contact pending),"510 Rajhans Montessa, Dumas Road, beside Le Meridien, Surat; 402-413 Sangini B Textile Hub, Surat-Kadodara Road, Surat - 395010",Dun & Bradstreet,https://www.dnb.com/business-directory/company-profiles.xyxx_apparels_private_limited.3e83b4da92e5d849417f6bf6ee435b3b.html,"Mid-large (funded, multi-store)",XYXX Apparels Pvt Ltd; registered office Surat; funded D2C menswear/innerwear
L0069,A,Skip - very large,83,Bhagwan Mahavir University (BMU),Education,University (Private),Vesu,Director / Registrar / IT Head,0261-6770102,,info@bmusurat.ac.in,bmusurat.ac.in,computer-lab desktops (bulk); lab servers/storage; campus networking + Wi-Fi; CCTV; smart-class panels; AMC,Rapidly growing university adding engineering/IT/management seats,New buildings & programs in Vesu,Contact found,"Sr. No. 149, VIP Road, Bharthana Road, Vesu, Surat-395007",CollegeBatch + official site,https://surat.nic.in/public-utility/uka-tarsadia-university/,Large private university (100+ courses),"Engineering, polytechnic, management colleges = bulk lab desktops"
L0070,A,SME - direct,83,The Varachha Co-operative Bank Ltd,Finance & Professional,Co-operative bank,L H Road,Branch Manager,0261-4008000,,,https://www.varachhabank.com/,branch-wide desktops; core-banking servers + NAS backup; networking/firewall; CCTV + access control; UPS; AMC,Branch network growth; banking-security compliance,Mota Varachha + multiple branches,Contact found,"AFFIL TOWER, L.H. Road, Surat-395006",Company site,https://varachhabank.com/branch/,Multi-branch UCB; HO + Sahkar Bhavan,"Alt office Sahkar Bhavan, Vrajchowk 0261-6918000"
L0071,A,SME - direct,83,Synergy Imaging,Healthcare,Diagnostic / imaging centre (radiology),Ring Road,Centre Director / PACS/IT Manager,,,,https://synergyimaging.co.in/,PACS server + storage; MRI/CT reading workstations; reporting desktops; networking; CCTV; UPS; AMC,Latest 1.5T MRI + 128-slice CT = imaging compute + storage,Premier imaging center; modern modality suite,Existence-verified (contact pending),"UG 1-2 Jeevandeep Complex, Opp J.K. Tower, Near Nirmal Hospital, Ring Road, Surat 395002",Diagnostic centre website,https://synergyimaging.co.in/,1.5T MRI + dual-energy 128-slice CT + USG + digital X-ray,Strong imaging-workstation/PACS prospect; capture contact
L0072,A,SME - direct,83,DhiWise (DhiWise Private Limited / Rocket),IT & Software,SaaS product (design-to-code / AI dev tools),"Lal Darwaja (Station Road), Surat",Founder/Director (Vishal Virani) or IT/Eng Head,,,help@dhiwise.com,https://www.dhiwise.com/,High-spec dev workstations; rack servers + NAS; enterprise firewall + managed switches + Wi-Fi; CCTV/access control; AMC,"Founded 2021; raised ~$25.2M (Accel, India Quotient); rebranded to Rocket; $15M seed reported",VC-funded scale-up; occupies multiple floors of Infinity Tower; hiring,Contact found,"9th Floor, Office 901-906 & 919-924, Infinity Tower, Lal Darwaja Station Road, Surat 395003",Company website (contact page) + Tracxn,https://www.dhiwise.com/contact-us,"Medium (funded SaaS, large floor)",Top funding signal in Surat; large floor = significant infra/CCTV/AMC spend
L0073,A,SME - direct,83,Anjali Diamonds Pvt Ltd,Lab-Grown Diamond,CVD diamond grower / manufacturer,Surat,Owner/Director,+91 261 255 4151,,sales2@anjalidiamonds.com,,GPU workstations for planning/grading; reactor-control PCs; rack server + NAS; multi-camera CCTV + access control; managed switches + Wi-Fi; AMC,Grower of Type IIA CVD diamonds; GJEPC IIJS exhibitor; in-house growing,In-house CVD growing; GJEPC trade-show presence (IIJS Premiere),Contact found,3rd Floor Plot No 211-211 Paiky Surat 395006,ExportersIndia listing,https://www.exportersindia.com/anjali-diamonds-surat/,"Medium-large - grower of Type IIA CVD, GJEPC exhibitor",GJEPC exhibitor profile EXH209
L0074,A,SME - direct,82,ADDA Architects & Urban Designers,Architecture & CAD/Engineering,Architecture firm,Vesu,Principal Architect / Partner,91062 38875,https://wa.me/919106238875,studio@addaarchitects.in,https://www.addaarchitects.in/,GPU workstations (RTX) for AutoCAD/Revit/3ds Max rendering; large/dual monitors; NAS for project files; backup; networking; AMC,Operates Surat + Mumbai offices; active urban-design projects,Second office in Mumbai indicates growth,Contact found,"1001, Western Vesu Point, Opp. S.N.S Square, University Road, Vesu Cross Road, Surat, Gujarat 395007",Company website,https://www.addaarchitects.in/contacts,Mid (multi-office: Surat + Mumbai),Architecture + interior + urban design; strong rendering/compute need
L0075,A,Skip - very large,82,DesignCore Studio,Architecture & CAD/Engineering,Architecture / Interior / Landscape,Piplod,Principal / Partner,0261 246 2829,,info@designcore.co.in,https://www.designcorestudio.co.in/,GPU workstations for architecture/interior/landscape 3D rendering; dual monitors; NAS/server; backup; networking; AMC,Since 1991; 2000+ projects; works Pan-India,"Long-established, large project volume, Pan-India growth",Contact found,"310/311 Union Heights, Maharana Pratap Marg, RahulRaj Mall Lane, Piplod, Surat, Gujarat 395007",Company website,https://www.designcorestudio.co.in/contact,Large,Founder Manish Choksi; high seat count likely
L0076,A,SME - direct,82,Amar Cars (Maruti Suzuki Arena/Nexa),Automobile Dealership,Car dealer (Maruti Arena/Nexa),Kapodra,Dealer Principal / IT Head,9925246251,https://wa.me/919925246251,,https://amarcars.com/,DMS/billing desktops; showroom + workshop + lot CCTV; networking + guest Wi-Fi; digital signage; server/NAS; AMC,Arena Kapodara + Nexa Adajan + Varachha workshop,Multiple Surat outlets plus other Gujarat cities,Contact found,"Amar Cars Arena Kapodara, Navjeevan Compound, Opp Jalaram Furniture, Kapodra, Surat",Brand dealer site,https://www.arenaofkapodara.com/,Multi-city Maruti dealer across Gujarat,Sales 9925246251; service 9081711990; Nexa Adajan at Marvella Business Hub
L0077,A,SME - direct,82,Shreenath Kia,Automobile Dealership,Car dealer (Kia),Adajan/Pal Gam,Dealer Principal / IT Head,9081924777,https://wa.me/919081924777,,https://shreenath-kia.in/,DMS/billing desktops; showroom + workshop + lot CCTV; networking + guest Wi-Fi; digital signage; server/NAS; AMC,4+ Kia outlets across Surat & Bardoli,Multi-branch Kia dealer group,Contact found,"Plot No 2, Sanskruti Township, Hazira Road, Adajan, Near RTO, Pal Gam, Surat",Brand dealer site,https://kiaindia-dealers.com/kia-car-showroom-shreenath-kia-adajan-car-dealer-pal-gam-surat-334946/Home,Multi-outlet Kia dealer (Adajan/Piplod/Bharthana/Bardoli),"Outlets: Adajan, Piplod, Bharthana (VIP Rd), Sahara Darwaja, Bardoli"
L0078,A,SME - direct,82,French Crown,BPO/Logistics/Print,E-commerce/D2C,"Saroli / Mota Varachha, Surat",IT Head / Operations Manager,,,,https://frenchcrown.in/,bulk office/design PCs; e-comm/ERP servers; networking + firewall; warehouse CCTV; barcode/handhelds; AMC,"Rapid catalog growth (4000+ designs, 200 new styles/week); export 60%","Revenue grew 12cr (FY21) to 47.5cr (FY22), 4x; ships to 84 countries",Existence-verified (contact pending),"3001 AB/3002 AB, RRTM Phase 2 (Canal Road), Opp Orbit 2, Saroli, Surat - 395010; Corp office 428 Green Plaza, Y Golden Chowk, Mota Varachha, Surat - 394101",Company website,https://frenchcrown.in/pages/about-us,Mid-large (84 countries),"D2C menswear; online + offline; large Surat HQ + warehouse, strong growth"
L0079,A,Skip - very large,82,Asian Star Co Ltd,Diamond & Bourse,Diamond manufacturer & exporter,A.K. Road,Owner/Partner or IT/Security head,,,,https://www.asianstargroup.com/,Diamond-planning workstations; multi-floor managed networking; CCTV + biometric access; servers + NAS; AMC,100k sq ft modern facility,Listed group with large Surat unit,Existence-verified (contact pending),"F.P. 138/151, Plot 01, Purushottam Ginning Mill Compound, A.K. Road, Surat 395008",Company site + search snippet,https://www.asianstargroup.com/diamond-manufacturing/,"100,000 sq ft state-of-the-art Surat facility",100k sq ft manufacturing facility on A.K. Road
L0080,A,SME - direct,82,B. Virani & Co.,Diamond & Bourse,Diamond cutting & polishing manufacturer,Varachha,Owner/Partner or IT/Security head,,,,http://www.bvirani.com/,Diamond-planning workstations (Sarine/DiamCalc); multi-floor managed networking; heavy CCTV + biometric access control; servers + NAS; office desktops; AMC,Large monthly throughput indicates ongoing tech upgrades,Long-established large processor scaling capacity,Existence-verified (contact pending),"B 7 8 9 10 Diamond Estate, Near Baroda Prestige, Varachha Road, Varachha, Surat 395006",Industry article + company site,https://www.naturaldiamonds.com/in/inside-the-world-of-diamonds/surat-the-heart-of-natural-diamnond-cutting-polishing-industry/,"50+ yrs; 22,000+ carats/month rough processed",Major natural-diamond cutting/polishing house; high-security manufacturing facility
