lead_id,priority_tier,supplier_fit,lead_score,company_name,category,sub_category,area,contact_approach,phone,whatsapp,email,website,hardware_need,buying_trigger,expansion_signal,verification_status,address,source_type,source_url,size_hint,notes
L0364,B,SME - direct,72,Saree Studio,Textile Trade & Design,Designer saree manufacturer/exporter,Ring Road,Owner / Partner,,,,,bulk billing/POS desktops; CCTV; networking + Wi-Fi; textile-CAD workstation; server/NAS; AMC,In-house design dept; export; growth,Dedicated designing/QC/warehousing departments,Existence-verified (contact pending),"Ring Road, Surat",B2B marketplace,https://www.indiamart.com/saree-studio-surat/about-us.html,Estd 2011/2013; designing dept w/ modern machinery,Has own designing department - CAD workstation candidate
L0365,B,SME - direct,72,Sunil Tex Fab Pvt. Ltd.,Textile Trade & Design,Dress material/fabric manufacturer-exporter,Surat,Owner / Partner,,,,https://www.suniltexfab.com/,bulk billing/POS desktops; CCTV; networking + Wi-Fi; textile-CAD workstation; server/NAS; AMC,Export + wholesale; manufacturing,Manufacturer + wholesaler + exporter,Existence-verified (contact pending),"Surat, Gujarat",Company website,https://www.suniltexfab.com/dress-material-garment-fabric.html,Pvt Ltd; manufacturer/wholesaler/exporter,Dress material & garment fabric
L0368,B,SME - direct,71,Seros Logistics,BPO/Logistics/Print,Logistics/Transport,"Bhatpore GIDC / Hazira, Surat",IT Head / Operations Manager,,,info@seros.in,https://www.seros.in/,office PCs; servers; networking + firewall; port/warehouse CCTV; handhelds; AMC,Shipping/energy/offshore/logistics diversification,20+ years; Hazira/ONGC-adjacent operations,Contact found,"Plot No. 6 & 7 Bhatpore GIDC, Opp ONGC Gate No.1, Ichchhapar Magdalla Road, Surat - 394510",JustDial / Company website,https://www.justdial.com/jdmart/Surat/Seros-Logistics-Surat/0261PX261-X261-220611210411-M8Y2_BZDET/catalogue,Mid-large (20+ yrs),Seros Shipping Pvt Ltd; email info@seros.in; Hazira/Bhatpore GIDC
L0369,B,SME - direct,71,"CFE-KOTA, Surat (PP Savani Centre for Excellence)",Education,Coaching/Test-prep,"Mota Varachha, Abrama",Centre Director / Admin / IT Head,9978651005,https://wa.me/919978651005,,cfekota.com,computer-lab/test desktops; networking + Wi-Fi; CCTV; smart-class panels/projectors; AMC,Computer-based testing; growing batches,Expanding under PP Savani group,Contact found,"PP Savani Centre for Excellence, Mota Varachha-Abrama Road, Abrama, Surat-394101",Official site,https://cfekota.com/center/iit-jee-neet-coaching-in-surat-gujarat/,Mid-large JEE/NEET coaching (100+ faculty),Test labs + AV; tie-up with PP Savani campus
L0370,B,SME - direct,71,Dhiren Shah & Co,Finance & Professional,CA / Audit firm,Vesu,Partner,+91 9825156780,https://wa.me/919825156780,dhirenshahco@gmail.com,https://www.dhirenshahandco.com/,multi-seat desktops/workstations; Tally/data server + NAS backup; firewall; CCTV; UPS; AMC,Forex/corporate law & finance advisory,Multi-city CA presence,Contact found,"702, SNS Platina, Near Someshwara Enclave, Vesu, Surat-395007",Company site,https://www.dhirenshahandco.com/,Founded 1998; 30+ yrs experience,"Audit, taxation, corporate law, forex, finance"
L0373,B,SME - direct,71,La Net Team Software Solutions Pvt. Ltd.,IT & Software,Custom software / web / mobile / ERP,"Dumas Road, Surat",Founder/Director or HR/Admin (hr@ listed),+91 6353 235 503,https://wa.me/916353235503,hr@lanetteam.com,https://www.lanetteam.com/,Developer workstations; rack server + NAS; firewall + managed switches + Wi-Fi; CCTV; AMC,Incorporated 2008; 700+ projects across 50+ countries,Established delivery team; refresh + recurring AMC potential,Contact found,"406 Luxuria Business Hub, Near VR Mall, Dumas Road, Surat 395007",Company website (contact page),https://www.lanetteam.com/contact-us/,"Medium (700+ projects, 50+ countries; est. 2008)",Long-running custom-dev firm; solid infra + AMC fit
L0372,B,SME - direct,71,Grow Solutions,IT & Software,Mobile apps / game dev / AI-ML,Surat,Founder/Director,,,,https://growsolutions.in/,High-spec workstations; GPU for AI/ML + game dev; rack server + NAS; firewall + switches + Wi-Fi; CCTV; AMC,9+ years; 1B+ downloads; reported Google AI Innovation Pioneer Award 2025,Award + AI/ML + game-dev workloads = strong compute demand,Existence-verified (contact pending),"Surat, Gujarat",Company website + listicle,https://growsolutions.in/,Medium (9+ yrs; 1B+ app downloads),Phone/email not on source page; high compute-spend profile
L0374,B,SME - direct,71,Nayan Studio,Media/Video/Photo,Wedding photography/videography & film making,Vesu,Owner/Founder (Hetal Gohil),,,,http://nayanstudio.com/,GPU editing workstations; cinematic 4K storage/NAS; color-grading; backup; AMC,Cinematic wedding films ~50k/day,31 yrs; 4.8 rating; film-making services,Existence-verified (contact pending),"105, SNS Platina, University Road, Vesu, Surat 395007",IndiaMART / company site,https://www.indiamart.com/proddetail/wedding-cinematography-photography-service-20322374130.html,Est. 1994; 31 yrs,"Photography, videography, film making since 1994; Vesu; high ratings"
L0377,B,SME - direct,70,Polygon Design Studio,Architecture & CAD/Engineering,Architecture / Interior / Master planning,Adajan,Principal Architect / Partner,9426807807,https://wa.me/919426807807,polygondesigns@gmail.com,https://pdsindia.net/,GPU workstations for architecture/interior + master-planning 3D rendering; dual monitors; NAS; backup; networking; AMC,Architecture + interior + master planning practice,Diversified into master planning,Contact found,"502, Royal Trade Center, Near Cable-stayed Bridge, Hazira Road, Adajan, Surat 395009",Company website,https://www.pdsindia.net/contact.php,Mid,Master-planning work raises compute need
L0378,B,SME - direct,70,Amideep Honda (Two Wheeler),Automobile Dealership,Two-wheeler dealer (Honda),Varachha,Owner / Admin,8000445566,https://wa.me/918000445566,,https://www.amideephonda.com/,Billing desktops; showroom + workshop CCTV; networking + guest Wi-Fi; digital signage; AMC,Sales + service + spares facility,Established main dealer,Contact found,"Nr BPCL Petrol Pump, Simada Naka, Varachha Road, Surat 395006",Brand dealer site,https://www.amideephonda.com/,Authorized Honda 2W main dealer since 2012,Help desk 8000445566
L0381,B,SME - direct,70,Amex Logistics,BPO/Logistics/Print,Logistics/Transport,Surat (Surat operations page),Operations Manager,9990847170,https://wa.me/919990847170,Info@amexlogistics.in,https://amexlogistics.in/logistics-company-surat.html,office PCs; server; networking + firewall; warehouse CCTV; barcode/handhelds; AMC,Single-window multimodal expansion (road/air/sea/customs),Dedicated Surat operations page; multimodal services,Contact found,,Company website,https://amexlogistics.in/logistics-company-surat.html,Mid-large,"Phone +91-9990847170/9990847120; email Info@amexlogistics.in; corp office Delhi, Surat ops page"
L0382,B,SME - direct,70,Printwell Offset,BPO/Logistics/Print,Printing/Packaging,"Udhna-Sachin, Surat",Owner / Purchase,8758828177,https://wa.me/918758828177,,http://printwelloffset.in/,pre-press color workstations (Mac/PC); RIP server; large monitors; networking; CCTV; AMC,Full-range commercial printing + packaging boxes; latest infra,Established 2014; mainstream offset printer with modern infra,Contact found,"E-82 to 85, Laxminarayan Industrial Estate (BRC), Opp Daxeshwar Mahadev BRTS, Udhna-Sachin Road, Udhna, Surat - 394210",Company website,http://printwelloffset.in/,SME-Mid (est. 2014),"Phones +91-8758828177/9724506360 Gimik Patel, 9662522754/8866889829 Avinash Patel"
L0383,B,SME - direct,70,Surat-Ahmedabad Transport,BPO/Logistics/Print,Logistics/Transport,"Puna Kumbharia Road, Surat",Owner / Operations Manager,0261-2646990,,satpvt_srt81@yahoo.in,http://www.suratahmedabadtransport.com/,office PCs; server; networking + firewall; godown CCTV; barcode/handhelds; AMC,Multi-branch surface transport; online tracking,20+ years; multi-branch network,Contact found,"Opp. Sport Club, Puna Kumbharia Road, Surat, Gujarat",Company website,http://www.suratahmedabadtransport.com/contact.html,Mid-large (est. 1998),Phone (0261) 2646990/2643324; email satpvt_srt81@yahoo.in
L0384,B,SME - direct,70,Diamond Elements Pvt Ltd,Diamond/Jewellery/Textile Micro-SME,Lab-grown/CVD diamond & seed manufacturer,Citylight,Sales line listed (Diamond Elements),9909003806,https://wa.me/919909003806,,diamondelements.com,planning/billing PCs; CCTV (critical); networking + Wi-Fi; NAS; AMC,CVD diamonds + CVD seed mfr; grading lab + inventory data,Manufacturer + seed supplier = data + stock security spend,Contact found,"2nd Floor, Sham House, Opp Science Center, Citylight, Surat - 395007",Company website,http://www.diamondelements.com/contact-us.html,SME CVD diamond + seed manufacturer (est 2015),Phone +91 9909003806; CVD diamonds + seeds; high NAS/CCTV relevance; est 2015
L0385,B,SME - direct,70,N H Sales,Diamond/Jewellery/Textile Micro-SME,Lab-grown/CVD diamond manufacturer,Nana Varachha,Naimishkumar Lukhi (proprietor),7942538599,https://wa.me/917942538599,,nhdiam.com,planning/billing PCs; CCTV (critical); networking + Wi-Fi; NAS; AMC,LGD/CVD/HPHT manufacturer; inventory + grading data security,Established grower diversifying into HPHT+CVD+melee,Contact found,"Plot No 18, Vandana Soc 2, Nana Varachha, Varachha Road, Surat - 395006",IndiaMART (search snippet),https://www.indiamart.com/n-h-sales/profile.html,Proprietor firm est 1997 (HPHT/CVD/melee),Owner Naimishkumar Lukhi; proprietor firm; LGD manufacturer = NAS/CCTV need; alt source: https://www.nhdiam.com/
L0386,B,SME - direct,70,SK Diam (S K Diam),Diamond/Jewellery/Textile Micro-SME,Lab-grown/CVD diamond manufacturer,Varachha (Mini Bazar),Kirankumar Suthar (CEO) / Naresh Dholariya (owner),8045802722,https://wa.me/918045802722,,skdiam.net,planning/billing PCs; CCTV (critical); networking + Wi-Fi; NAS; AMC,CVD/HPHT/LGD polished mfr; inventory + grading data,Established proprietor grower; Mini Bazar core location,Contact found,"1st Floor, Sy No 19/A, Plot No. 30+31, Mohan Nagar, Varachha Road, Near Mini Bazar, Surat - 395006",Company website,https://www.skdiam.net/lab-grown-cvd-diamond.html,Proprietor firm est 1985 (loose/synthetic diamond),Phone +91 8045802722; proprietor firm est 1985; CVD/LGD; Mini Bazar Varachha
L0387,B,SME - direct,70,Tattvam Jewels,Diamond/Jewellery/Textile Micro-SME,Diamond jewellery manufacturer (princess-cut),Varachha (Mini Bazar),Marketing exec line listed (+91 93770 98221),9909962697,https://wa.me/919909962697,help@tattvamjewels.com,tattvamjewels.com,jewellery-CAD/billing PCs; CCTV (critical); networking; NAS; AMC,Diamond processing + jewellery mfr; wholesale + exports,WhatsApp commerce + back office = networking/NAS need,Contact found,"47, Thakordwar Society, Nr Mini Bazar, Varachha Road, Surat - 395006",Company website,https://tattvamjewels.com/contact-us/,Owner-run diamond jewellery mfr (princess-cut),WhatsApp +91 99099 62697; alt 9737321569; mfr+back office; high-value diamond stock = CCTV/NAS
L0389,B,SME - direct,70,K M Gatecha & Co LLP,Finance & Professional,CA / Audit firm,Surat,Partner,+91 8000057972,https://wa.me/918000057972,info@kmgcollp.com,https://kmgcollp.com/ca-chartered-accountant-in-surat-gujarat/,multi-seat desktops; Tally/data server + NAS backup; firewall; CCTV; UPS; AMC,Digitization of bookkeeping/GST/ROC filing,Ahmedabad + Surat presence,Contact found,,Directory/Blog,https://www.thinkingbridge.in/blog/top-ca-firms-in-surat,"LLP, multi-service practice","Bookkeeping, audit, ROC, income tax, GST; alt source: https://kmgcollp.com/ca-chartered-accountant-in-surat-gujarat/"
L0390,B,SME - direct,70,Atul Bakery,Food & Hospitality SME,Bakery,Udhna,Owner/Franchise team,+919913870005,https://wa.me/919913870005,,atulbakery.com,POS/billing PCs; CCTV; networking; AMC,Multiple branches across Surat; franchise enquiries,Franchise expansion - growth signal,Contact found,"A-1, Udhyogdarshan Society, Beside M.K. Jewellers, Udhna Gam, Surat",Website,https://atulbakery.com/contact-us/,"Medium (est 2001, multiple branches + franchise)",Larger regional bakery; verify owner-run vs franchise before pitch
L0391,B,SME - direct,70,Cafe De Meet,Food & Hospitality SME,Cafe,Piplod,Owner,+918980913000,https://wa.me/918980913000,,cafedemeet.com,POS/billing PCs; KOT printers; CCTV; Wi-Fi; AMC,Established cafe in business centre,Own website; steady operations,Contact found,"109 First Floor, International Business Centre (IBC), Piplod, Surat 395007",Zomato/Website,https://www.zomato.com/surat/cafe-de-meet-piplod,"Small-medium (cafe in IBC, ~15-30 staff)",Mobile captured; cozy cafe in Piplod IBC
L0392,B,SME - direct,70,Hanumante Ice Cream & Falooda,Food & Hospitality SME,Ice Cream / Falooda Parlour,Bhagal,Owner,+919898102261,https://wa.me/919898102261,,,POS/billing PCs; CCTV; Wi-Fi; AMC,Popular falooda brand; outlets in Bhagal/Jahangir Pura/Pandesara/Kamrej,Multiple outlets - expansion signal,Contact found,"Khaudhra Lane, Haripura, Bhagal, Surat 395003 (Near Ru Wala Tekra)",JustDial,https://www.justdial.com/Surat/Hanumante-Ice-Cream-Falooda-Near-Ru-Wala-Tekra-Bhagal/0261PX261-X261-180518111141-G2I7_BZDET,"Small-medium (1613 reviews, est 2015, multi-area)",Mobile captured; expanding ice-cream/falooda brand
L0396,B,SME - direct,70,Sai Ram Group,Hospitality & Real Estate,Real estate developer / Builder,Surat,Director / Purchase,+91-8141-998822,https://wa.me/918141998822,,https://www.thesairamgroup.com/about-us,Site CCTV; sales-gallery & office PCs; networking; server/NAS; AMC,Affordable homes pipeline,Volume residential delivery,Contact found,Surat,Builder official site,https://www.thesairamgroup.com/about-us,Affordable-housing focused developer,Phone listed on official site; affordable-housing builder
L0399,B,SME - direct,70,TechStaunch Software Solutions Pvt. Ltd.,IT & Software,AI / automation / software development,"Pal, Surat",Founder (Riddhi Parekh),+91 63529 94955,https://wa.me/916352994955,,https://techstaunch.com/,AI-grade developer workstations; GPU/server for AI; firewall + switches + Wi-Fi; CCTV; AMC,Founded 2020 by Riddhi Parekh; 40+ team; AI/automation focus,Young fast-growing firm (founded 2020) + AI focus = upgrade trajectory,Contact found,"302-304 Soham Arcade, B/H Madhav Atria, Gauravpath Road, Pal, Surat 395009",TechBehemoths profile + ContactOut,https://techbehemoths.com/company/techstaunch-solutions,Small-Medium (40+ professionals),Recent founding + AI niche = good growth-signal lead
L0401,B,SME - direct,70,Gemone Diamonds,Lab-Grown Diamond,LGD manufacturer / wholesaler / exporter,Lal Darwaja (City Centre),Owner/Director,+91 93755 20003,https://wa.me/919375520003,info@gemonediamond.com,https://www.gemonediamonds.in/,GPU workstations for planning/grading; rack server + NAS; CCTV + access control; managed switches + Wi-Fi; AMC,IGI-certified lab-grown diamonds + fine jewelry; wholesaler/distributor/exporter,Growing LGD + jewelry export business,Contact found,A102 City Centre Lal Darwaja Surat 395003,Company website,https://www.gemonediamonds.in/contact-us.htm,Medium - IGI-certified LGD supplier/exporter + jewelry,Phone is WhatsApp; second email gemone.diamonds@gmail.com
L0402,B,SME - direct,70,Balaji Medical and General Stores,Local Retail SME,Medical/Pharmacy,Surat HO,,9909668668,https://wa.me/919909668668,,https://www.hindustanyellowpages.in/Surat/Balaji-Medical-AND-General-Stores/Surat-Ho,POS/billing desktop; CCTV; networking; AMC,Medical+general store billing; CCTV,Combined medical & general goods,Contact found,"Surat HO, Surat",Directory (HindustanYellowPages),https://www.hindustanyellowpages.in/Surat/Balaji-Medical-AND-General-Stores/Surat-Ho,"Single store, owner-run",Real mobile captured
L0403,B,SME - direct,70,J J Pet Shop,Local Retail SME,Pet Shop,Varachha Road,,9909779259,https://wa.me/919909779259,jjpetproducts@gmail.com,https://www.hindustanyellowpages.in/Surat/J-J-Pet-Shop/Varachha-Road,POS/billing desktop; CCTV; Wi-Fi; AMC,158 reviews; multi-channel (own products brand),Has product brand jjpetproducts; email present,Contact found,"Shop No-18, Panchvati Vadi, Opp Jolly Enclave, Varachha Road, Surat 395006",Directory (HelloIndia/HindustanYellowPages),https://www.helloindia.co/Surat/J-J-Pet-Shop/Varachha-Road,"Single store, owner-run","Real mobile + email captured; 4.4, 158 reviews"
L0404,B,SME - direct,70,Royal Opticals,Local Retail SME,Optician/Eyewear,Bhagatalao,,9327380171,https://wa.me/919327380171,,https://www.hindustanyellowpages.in/Surat/ROYAL-OPTICALS/Bhagatalao,POS/billing desktop; CCTV; Wi-Fi; AMC,High-value optical inventory,Established local optician,Contact found,"Bhagatalao, Surat",Directory (HindustanYellowPages),https://www.hindustanyellowpages.in/Surat/ROYAL-OPTICALS/Bhagatalao,"Single store, owner-run",Real mobile captured
L0405,B,SME - direct,70,Sanjivani Medical Store,Local Retail SME,Medical/Pharmacy,Surat HO,,9879174297,https://wa.me/919879174297,,https://www.hindustanyellowpages.in/Surat/sanjivani-medical-store/Surat-Ho,POS/billing desktop; CCTV; networking; AMC,Pharmacy billing software + CCTV mandatory,Independent chemist,Contact found,"Surat HO, Surat",Directory (HindustanYellowPages),https://www.hindustanyellowpages.in/Surat/sanjivani-medical-store/Surat-Ho,"Single store, owner-run",Real mobile captured; pharmacy = recurring billing/AMC
L0407,B,SME - direct,70,Royal Studio,Media/Video/Photo,Photography & videography studio,Gopipura,Owner/Founder,+91 94289 22951,https://wa.me/919428922951,myroyalstudio2017@gmail.com,https://royalstudio.co.in/,GPU editing workstations; video storage/NAS; color-grading; backup; AMC,Wedding films + corporate video coverage,"Since 2008; weddings, corporate, fashion shows",Contact found,"Gopipura, near Post Office, Surat",Company website,https://royalstudio.co.in/contact.html,Since 2008; established,"Weddings, receptions, corporate profiles, fashion shows, cinematography"
L0408,B,SME - direct,70,Travelomoon,Professional Services SME,Travel agency / tour operator,Vesu,,9067443377,https://wa.me/919067443377,,https://travelomoon.com/,desktops/laptops; NAS backup; CCTV; networking + Wi-Fi + firewall; UPS; AMC,Outbound tour volume; booking systems,Leading outbound agency Gujarat; web booking,Contact found,"3rd Floor, 37, Atlanta Shoppers, beside Reliance Market, Vesu, Surat 395007",Company website,https://travelomoon.com/contact,Small agency (est 2012),Est 2012; outbound flights/hotels/cruise/tours - booking infra
L0413,B,SME - direct,70,Krishna Packging,SME Manufacturing & Jobwork,Plastic bottles / jars / containers,"Sachin, Surat",Chaitaliben Kanaiyalal Pipwala (CEO),7053136184,https://wa.me/917053136184,,https://www.krishnapackagingindia.com/,billing/ERP PCs; shop-floor CCTV; networking + Wi-Fi; biometric attendance; AMC,PET/HDPE bottle + jar production capacity,"TrustSEAL certified, own website, high response rate",Contact found,"7/18, D-31, Susml, Hojiwala Ind Estate, Sachin, Surat - 394230",IndiaMART,https://www.indiamart.com/krishnapackging-surat/profile.html,"Est. 2010, TrustSEAL, 89% response, small-medium","10-digit mobile via HelloIndia listing; cream jar, PET/HDPE bottles, containers"
L0416,B,SME - direct,70,Rudraksh Graphics,Textile Trade & Design,Textile/saree CAD design studio,Udhna,Owner / Partner,+918069728221,https://wa.me/918069728221,,https://textilepages.com/rudraksh-graphics,textile-CAD design workstation; high-spec PCs; networking + Wi-Fi; NAS; CCTV; AMC,Design-services demand; digital print patterns,Specialist textile-design studio - CAD buyer,Contact found,"Udhana, Surat, Gujarat",B2B marketplace,https://www.indiamart.com/rudraksh-graphics-surat/,Textile design studio (saree/dress/kaftan),Phone +918069728221; designs for saree/dress/kaftan/allover - core CAD workstation lead
L0417,B,SME - direct,70,Orkid Hospital & IVF Centre,Wellness & Clinics SME,IVF/specialty clinic,Vesu,Dr. Kaajal Mangukiya (Owner),7211178917,https://wa.me/917211178917,,https://www.orkidmedilife.com/,reception/billing PCs; CCTV; biometric; Wi-Fi + networking; NAS; AMC,Single-facility IVF; equipment-heavy,Owner-doctor practice,Contact found,"5 & 6th Floor, Western Vesu Point, Near S.D Jain School, Vesu, Surat",Business website,https://www.orkidmedilife.com/contact-us/,Owner/doctor-run IVF center (single facility),Owner-run (NOT a national chain); good fit
L0376,B,SME - direct,70,Phi Designs,Architecture & CAD/Engineering,Commercial interior design,Surat,Partner / Owner,,,,https://www.phidesigns.in/,GPU workstations for office/commercial 3D rendering at scale; dual monitors; NAS; backup; networking; AMC,100+ offices delivered; 2M+ sq ft designed,Scaling commercial office-design practice,Existence-verified (contact pending),"Surat, Gujarat",Company website,https://www.phidesigns.in/office-interior-designers-in-surat,Mid,Phone not visible on source; strong commercial volume
L0379,B,SME - direct,70,Ganesh Hyundai,Automobile Dealership,Car dealer (Hyundai),Udhna,Dealer Principal / Admin,,,,,DMS/billing desktops; showroom + workshop CCTV; networking + guest Wi-Fi; digital signage; AMC,Showroom + workshop on Udhna Sachin Road,Hyundai dealer in industrial belt,Existence-verified (contact pending),"Plot No. 189, Ghael Compound, Near BRC Temple, Udhna Sachin Main Road, Udhna, Surat 394210",Aggregator listing,https://www.cardekho.com/Hyundai/Surat/cardealers,"Authorized Hyundai dealer, Surat",Address from CarDekho Surat Hyundai dealer list
L0380,B,SME - direct,70,Tarun Motors,Automobile Dealership,Multi-brand car service & body shop,Surat,Owner / GM,,,,https://tarunmotors.com/,Billing/job-card desktops; workshop + lot CCTV; networking + Wi-Fi; digital signage; AMC,105-point inspection; pickup/drop fleet,Established multi-brand service growth,Existence-verified (contact pending),Surat,Company website,https://tarunmotors.com/,"Multi-brand service center; 80,000+ cars serviced","3,000+ regular customers"
L0388,B,SME - direct,70,FYNXT,Finance & Professional,Fintech,Surat,Admin,,,,https://tracxn.com/d/explore/fintech-startups-in-surat-india,multi-seat desktops/workstations; servers + NAS backup; networking/firewall; CCTV; UPS; AMC,Recent funding; team growth; office build-out,$5M funding; highest among Surat fintech,Existence-verified (contact pending),,Startup directory,https://tracxn.com/d/explore/fintech-startups-in-surat-india/__2s5hTjsX_EUHdNkzuyxJc3BVnfQMbXfsqixnWbbwA2s/companies,Funded fintech startup ($5M raised),Top-funded Surat fintech per Tracxn
L0394,B,SME - direct,70,Metropolis Healthcare (Surat),Healthcare,Pathology lab / diagnostics chain,Multiple (Surat),Regional Lab Head / IT (central procurement),,,,https://www.metropolisindia.com/labs/gujarat/surat,LIS servers + storage; networked collection-center desktops; billing desktops; multi-site networking; CCTV; UPS; AMC,Multi-center chain = networked LIS + endpoint fleet,National chain expanding local centers,Existence-verified (contact pending),Multiple locations across Surat,National lab chain website,https://www.metropolisindia.com/labs/gujarat/surat,National NABL lab chain; multiple Surat centers,Likely central procurement; many endpoints
L0397,B,SME - direct,70,White Wings Group,Hospitality & Real Estate,Real estate developer / Builder,Surat,Director / Purchase,,,,https://www.realestateindia.com/builders-developers-in-surat.htm,Site CCTV; sales-gallery & office PCs; networking; server/NAS; AMC,Prestigious projects pipeline,Decade+ track record,Existence-verified (contact pending),Surat,Real estate directory,https://www.realestateindia.com/builders-developers-in-surat.htm,Established (decade+),Known for innovative designs and modern amenities
L0398,B,SME - direct,70,Suvit (Suvit Fintech Pvt. Ltd. / Vyapar TaxOne),IT & Software,AI/SaaS for finance & accounting,"Lal Darwaja (Station Road), Surat",Founder (Ankit Virani) or IT/Admin Head,,,,https://www.suvit.io/,Dev workstations; server + NAS; firewall + managed switches + Wi-Fi; CCTV; AMC,Founded 2021; raised ~$601K; acquired by Vyapar Nov 2025,Funding + acquisition by Vyapar = integration/expansion phase,Existence-verified (contact pending),"9th Floor, Infinity Tower, Lal Darwaja Station Road, Beside Ayurvedic College, Surat 395003",Company website (contact page) + Tracxn,https://www.suvit.io/contact-us,Small-Medium (funded; acquired 2025),Recent Vyapar acquisition may trigger office/infra changes; timely outreach
L0400,B,SME - direct,70,WebOsmotic Pvt. Ltd.,IT & Software,Software development (AI/Fintech/Blockchain),"Bhatar Road, Surat",Founder/Director or IT Head,,,,https://webosmotic.com/,Developer workstations; GPU box for AI/ML; rack server + NAS; firewall + switches + Wi-Fi; CCTV; AMC,"14+ years; focus on AI/ML, fintech, blockchain (compute-heavy)",AI/ML practice signals GPU workstation/server demand,Existence-verified (contact pending),"A 6 GF Someshwar Nagar, Opposite Joggers Park, Bhatar Road, Surat 395007",Company website (contact page),https://webosmotic.com/contact-us/,Medium (14+ yrs experience),AI/ML & fintech focus = high-spec compute; publishes Surat IT listicles
L0406,B,SME - direct,70,Dhruvansh Photography,Media/Video/Photo,Wedding photography & cinematography,Surat,Owner/Founder,,,,https://www.dhruvanshphotography.com/,GPU editing rigs; cinematic video storage/NAS; color-grading; backup; AMC,Destination wedding 4K cinematography,25+ yrs; in-house editing team; destination focus,Existence-verified (contact pending),"Surat, Gujarat",Company website,https://www.dhruvanshphotography.com/,25+ yrs; in-house editing team,Destination wedding photography & cinematography; in-house editing team
L0412,B,SME - direct,70,Shreeji Super Store,Retail & Supermarket,Supermarket / Departmental store chain (local),Multiple incl. near Udhna,Owner / Purchase,,,,,bulk POS/billing desktops; loss-prevention CCTV; per-store networking + Wi-Fi; back-office server; AMC,Recently opened new outlet near Udhna,Local Surat chain actively opening new stores,Existence-verified (contact pending),Shreeji Building Near Mahta Petrol Pump Surat; new outlet near Udhna,JustDial / Sulekha listing,https://www.justdial.com/Surat/Supermarkets/nct-10463784,Local multi-branch superstore chain,Local expanding superstore; decisions local (high relevance) - verify exact branch addresses
L0414,B,SME - direct,70,Surbhi Industries Ltd,Textile Manufacturing,Yarn / Weaving (twisted/filament yarn),Surat,Owner/Director or Admin manager,,,,https://www.indiamart.com/surbhi-industriesltd/aboutus.html,ERP servers; plant & billing PCs; large-area CCTV; networking + Wi-Fi; biometric attendance; AMC,Yarn + fabric + embroidery integration,Multi-product integrated operation,Existence-verified (contact pending),"Surat, Gujarat (twisted polyester & filament yarns, fabrics)",IndiaMART,https://www.indiamart.com/surbhi-industriesltd/aboutus.html,Mid-large: twisted polyester/filament yarn + jacquard fabrics + embroidery (Surbhi Group),Surbhi Group yarn/fabric arm; integrated plant IT/CCTV scope
L0415,B,SME - direct,70,Pionex Fab,Textile Trade & Design,Digital-print saree manufacturer,Surat,Owner / Partner,,,,https://pionexfab.com/,bulk billing/POS desktops; CCTV; networking + Wi-Fi; textile-CAD/print workstation; server/NAS; AMC,Digital printing tech adoption; modern production,Digital-print specialization = compute-heavy,Existence-verified (contact pending),"Surat, Gujarat",Company website,https://pionexfab.com/digital-print-saree,Digital-print saree manufacturer,Digital print = strong CAD/print-server workstation need
L0422,B,SME - direct,69,Krishna Diamonds,Lab-Grown Diamond,CVD diamond manufacturer / supplier,Katargam,Owner/Director,+91 99243 83347,https://wa.me/919924383347,krishnadiamond77@gmail.com,https://www.krishnadiamonds.co.in/,GPU workstations for planning/grading; rack server + NAS; multi-camera CCTV + access control; managed switches + Wi-Fi; AMC,Expanded into LGD in 2020; CVD manufacturer/supplier/exporter from Surat,Recent LGD diversification (2020); growth-stage CVD line,Contact found,A-202 Labh Shubha Apartment Katargam Surat 395004,Company website,https://www.krishnadiamonds.co.in/,"Medium - proprietorship est 1997, LGD since 2020",Diversified from natural to CVD lab-grown in 2020
L0423,B,SME - direct,69,Baby Jivan Medical Stores,Local Retail SME,Medical/Pharmacy,Surat HO,,9825379187,https://wa.me/919825379187,,https://www.hindustanyellowpages.in/Surat/Baby-Jivan-Medical-Stores/Surat-Ho,POS/billing desktop; CCTV; networking; AMC,Pharmacy billing + CCTV,Independent chemist,Contact found,"Surat HO, Surat",Directory (HindustanYellowPages),https://www.hindustanyellowpages.in/Surat/Baby-Jivan-Medical-Stores/Surat-Ho,"Single store, owner-run",Real mobile captured
L0418,B,SME - direct,69,Chaitry Offset,BPO/Logistics/Print,Printing/Packaging,"Khatodara / Ring Road, Surat",Owner / Purchase,,,,https://www.chaitry.com/,pre-press color workstations; RIP server; large monitors; networking; CCTV; AMC,Sweet/confectionery box printing for national clients,Operating since 1994; supplies prominent sweetmeat makers in India & abroad,Existence-verified (contact pending),"Shed No.6, Survey 38/4, Khatodara, Ring Road, Surat - 395002 (opp Ganesh Dyeing Mill, behind Subjail)",Company website,https://www.chaitry.com/,Mid (est. 1994),M/S Chaitry Offset (I); sweet box printing & packaging specialist
